upload_date,media_type,likes,shares,saves,engagement_rate
2025-04-16 09:25:22.954916,Carousel,79375,2220,14871,17.84
2025-01-08 09:25:22.954916,Photo,138257,3529,7295,17.07
2024-11-28 09:25:22.954916,Video,177400,1191,14448,10.24
2025-07-26 09:25:22.954916,Reel,98529,3470,1595,5.04
2025-07-03 09:25:22.954916,Carousel,12588,411,10476,1.82
2025-03-18 09:25:22.954916,Photo,45916,2082,11362,10.92
2025-07-07 09:25:22.954916,Carousel,189228,1380,14868,11.46
2025-09-05 09:25:22.954916,Photo,81753,1364,7517,8.44
2025-07-16 09:25:22.954916,Reel,161770,3199,901,25.77
2025-06-17 09:25:22.954916,Reel,66535,1763,7027,5.2
2025-03-26 09:25:22.954916,Reel,146739,1199,9122,14.59
2025-01-12 09:25:22.954916,Photo,167744,992,1436,8.3
2024-12-03 09:25:22.954916,Carousel,133680,1940,9336,6.91
2025-01-03 09:25:22.954916,Reel,99718,2667,1980,5.96
2025-01-17 09:25:22.954916,Carousel,82328,3261,11572,4.29
2025-03-05 09:25:22.954916,Photo,84146,4334,7992,6.54
2024-12-04 09:25:22.954916,Video,1673,2553,9751,1.32
2025-04-07 09:25:22.954916,Carousel,48487,3647,3082,11.32
2025-11-02 09:25:22.954916,Photo,105175,912,477,21.24
2025-07-25 09:25:22.954916,Video,136909,1299,2709,17.13
2025-06-12 09:25:22.954916,Video,11587,949,14573,1.8
2025-08-14 09:25:22.954916,Carousel,62228,728,11703,3.81
2025-07-28 09:25:22.954916,Reel,121076,3842,9921,30.62
2025-10-22 09:25:22.954916,Carousel,106493,4385,10782,18.03
2024-12-26 09:25:22.954916,Photo,151444,4526,14290,13.55
2025-02-27 09:25:22.954916,Photo,108676,3874,8924,5.15
2024-12-02 09:25:22.954916,Carousel,194553,4057,9979,13.08
2025-01-16 09:25:22.954916,Video,65438,4644,14858,20.37
2025-07-09 09:25:22.954916,Carousel,111558,1110,9991,8.48
2025-07-15 09:25:22.954916,Photo,28701,3599,10625,3.58
2025-08-02 09:25:22.954916,Carousel,136371,4167,568,23.65
2025-08-14 09:25:22.954916,Carousel,42814,94,6838,3.34
2025-05-04 09:25:22.954916,Reel,21622,1296,7259,2.02
2025-06-23 09:25:22.954916,Photo,108373,267,4680,6.44
2025-11-13 09:25:22.954916,Photo,103158,827,6580,19.51
2025-10-10 09:25:22.954916,Carousel,173442,829,3520,8.82
2025-07-20 09:25:22.954916,Reel,73236,3129,7533,12.16
2025-03-14 09:25:22.954916,Carousel,27527,2630,3400,3.06
2025-05-26 09:25:22.954916,Photo,2960,4524,8861,1.96
2025-05-17 09:25:22.954916,Photo,140062,17,3814,53.64
2025-08-08 09:25:22.954916,Photo,177017,2744,10743,13.51
2025-09-08 09:25:22.954916,Reel,98274,100,4912,11.56
2025-02-28 09:25:22.954916,Video,169384,1967,13966,8.62
2025-11-19 09:25:22.954916,Video,148237,1377,1864,32.54
2025-06-30 09:25:22.954916,Carousel,72641,1115,10555,4.28
2025-09-07 09:25:22.954916,Reel,159535,2571,9950,8.82
2025-08-09 09:25:22.954916,Video,239,720,8307,1.78
2025-06-30 09:25:22.954916,Photo,113863,2864,2988,7.73
2025-05-19 09:25:22.954916,Video,38460,1595,9926,2.45
2025-09-26 09:25:22.954916,Video,30460,1765,6346,1.8
2025-07-07 09:25:22.954916,Reel,54982,3296,1629,5.83
2025-10-15 09:25:22.954916,Photo,188818,3765,4600,10.45
2025-08-07 09:25:22.954916,Video,67800,108,12972,7.99
2025-02-03 09:25:22.954916,Video,68735,2604,6677,23.29
2025-05-12 09:25:22.954916,Reel,177497,3494,1615,12.55
2025-05-31 09:25:22.954916,Carousel,30437,2803,9116,3.29
2025-06-03 09:25:22.954916,Video,83209,3556,7624,20.74
2025-05-18 09:25:22.954916,Photo,102450,4679,8430,5.23
2025-06-15 09:25:22.954916,Photo,160451,4808,7486,36.7
2024-11-19 09:25:22.954916,Carousel,32803,3199,11705,5.15
2025-11-17 09:25:22.954916,Photo,139798,4198,12309,21.58
2025-01-09 09:25:22.954916,Reel,52862,1660,9396,2.97
2025-07-01 09:25:22.954916,Photo,197518,3837,13477,11.63
2024-12-30 09:25:22.954916,Reel,2553,4945,2436,1.84
2025-09-02 09:25:22.954916,Reel,197570,4681,7978,24.11
2024-12-07 09:25:22.954916,Carousel,24560,3390,11330,3.13
2025-02-23 09:25:22.954916,Reel,171484,2629,5912,9.45
2025-05-22 09:25:22.954916,Photo,198792,647,5655,21.07
2024-12-31 09:25:22.954916,Video,2208,860,9350,1.41
2025-07-20 09:25:22.954916,Carousel,39020,938,7467,11.22
2025-07-09 09:25:22.954916,Reel,178344,3372,13091,27.68
2025-07-10 09:25:22.954916,Photo,49617,3872,10775,4.04
2025-03-15 09:25:22.954916,Photo,161784,544,724,114.87
2025-10-25 09:25:22.954916,Reel,124980,4703,49,7.57
2025-07-04 09:25:22.954916,Photo,188449,1106,6240,16.63
2025-08-23 09:25:22.954916,Video,47292,3098,205,2.69
2025-05-11 09:25:22.954916,Photo,130633,2843,9906,8.16
2025-04-29 09:25:22.954916,Photo,137696,2544,858,10.64
2025-04-27 09:25:22.954916,Video,7894,75,10167,1.43
2024-12-29 09:25:22.954916,Reel,136368,3340,1174,17.44
2025-09-05 09:25:22.954916,Carousel,121186,912,7346,6.22
2024-12-14 09:25:22.954916,Carousel,162559,1869,11782,14.45
2025-01-29 09:25:22.954916,Photo,95457,3111,1733,7.42
2025-09-27 09:25:22.954916,Reel,12114,2284,7547,7.21
2024-11-28 09:25:22.954916,Carousel,194120,4368,5176,10.57
2024-12-12 09:25:22.954916,Video,70375,2122,4483,18.84
2025-01-16 09:25:22.954916,Carousel,49146,1568,5350,6.21
2025-08-17 09:25:22.954916,Reel,143125,3640,9335,90.18
2025-03-09 09:25:22.954916,Reel,181174,545,722,17.53
2025-02-01 09:25:22.954916,Photo,75427,3100,9205,4.76
2025-03-11 09:25:22.954916,Video,167230,1419,14028,9.71
2025-02-01 09:25:22.954916,Carousel,93620,1045,10780,7.26
2025-01-14 09:25:22.954916,Photo,75267,939,7089,7.82
2025-06-11 09:25:22.954916,Reel,26545,715,13372,5.61
2025-03-17 09:25:22.954916,Video,165452,4451,9338,25.83
2025-02-04 09:25:22.954916,Reel,94824,3916,1762,16.11
2025-06-03 09:25:22.954916,Reel,189232,1329,9317,12.14
2025-11-05 09:25:22.954916,Video,192263,2046,5864,39.99
2025-03-06 09:25:22.954916,Carousel,36823,195,14730,5.22
2025-07-21 09:25:22.954916,Reel,63842,2360,7596,6.05
2025-08-03 09:25:22.954916,Reel,192020,16,14317,14.94
2025-08-10 09:25:22.954916,Photo,26239,3098,5809,5.02
2025-03-20 09:25:22.954916,Video,3981,1094,2027,1.74
2024-11-21 09:25:22.954916,Video,24056,1026,7338,1.74
2025-05-14 09:25:22.954916,Carousel,78557,3110,703,11.17
2025-03-25 09:25:22.954916,Video,133579,3647,9712,8.56
2025-05-19 09:25:22.954916,Video,187255,168,2487,8.72
2025-05-27 09:25:22.954916,Photo,181986,3891,549,12.09
2025-01-25 09:25:22.954916,Reel,170255,1966,3082,39.2
2025-02-20 09:25:22.954916,Photo,107347,4564,14008,6.97
2025-11-08 09:25:22.954916,Photo,151511,2428,9576,13.8
2025-02-20 09:25:22.954916,Carousel,124283,1961,7095,10.29
2025-01-07 09:25:22.954916,Carousel,11783,3195,11210,2.39
2024-12-08 09:25:22.954916,Reel,42705,4156,13585,6.68
2025-08-29 09:25:22.954916,Reel,87677,1613,9911,13.13
2025-03-17 09:25:22.954916,Photo,187406,207,14649,10.78
2025-10-02 09:25:22.954916,Reel,161468,4111,59,11.63
2025-06-17 09:25:22.954916,Reel,137039,1580,13029,14.0
2025-06-22 09:25:22.954916,Carousel,183508,4342,11057,17.79
2025-02-14 09:25:22.954916,Carousel,177163,716,2248,19.74
2025-03-22 09:25:22.954916,Video,62285,1601,10648,3.6
2025-05-17 09:25:22.954916,Reel,130305,446,8389,16.73
2025-01-26 09:25:22.954916,Reel,173956,2064,3798,83.72
2025-04-17 09:25:22.954916,Reel,26100,952,6286,1.98
2025-01-07 09:25:22.954916,Photo,11159,4996,9019,1.18
2024-11-21 09:25:22.954916,Carousel,45003,4503,4702,5.06
2025-01-13 09:25:22.954916,Carousel,84429,3442,1508,8.39
2025-08-16 09:25:22.954916,Carousel,177788,615,9916,13.12
2025-01-09 09:25:22.954916,Photo,65956,4921,10695,5.03
2025-09-27 09:25:22.954916,Carousel,50729,1515,1524,34.17
2025-05-25 09:25:22.954916,Video,150602,264,6708,9.34
2025-01-08 09:25:22.954916,Video,120441,796,11683,9.56
2025-05-13 09:25:22.954916,Video,143933,1169,4706,12.97
2025-07-31 09:25:22.954916,Video,170264,1182,7089,8.74
2025-11-05 09:25:22.954916,Video,46850,2834,9117,5.17
2025-08-13 09:25:22.954916,Photo,123123,1963,5260,9.51
2025-05-30 09:25:22.954916,Carousel,120764,878,4395,5.78
2025-11-13 09:25:22.954916,Reel,21160,4970,2116,2.31
2025-07-01 09:25:22.954916,Reel,78202,1907,229,5.39
2025-07-07 09:25:22.954916,Carousel,197777,823,14068,11.75
2025-08-05 09:25:22.954916,Carousel,122076,2128,12214,7.18
2025-05-30 09:25:22.954916,Video,168503,639,10584,42.38
2025-05-03 09:25:22.954916,Video,22991,2181,8746,23.73
2025-11-12 09:25:22.954916,Reel,27288,1584,14373,7.44
2024-12-06 09:25:22.954916,Carousel,126511,1338,11543,90.05
2025-09-29 09:25:22.954916,Reel,67951,718,3912,7.2
2025-04-21 09:25:22.954916,Video,181046,2062,9341,21.94
2025-06-19 09:25:22.954916,Reel,166088,4947,6634,38.87
2025-05-29 09:25:22.954916,Photo,106568,3914,12624,6.9
2025-05-22 09:25:22.954916,Carousel,194178,3514,757,20.66
2025-10-18 09:25:22.954916,Reel,178397,1332,2927,20.72
2025-08-13 09:25:22.954916,Video,32501,1539,4883,3.88
2025-04-01 09:25:22.954916,Reel,85844,1815,5851,5.57
2025-03-23 09:25:22.954916,Carousel,76160,1805,3956,4.47
2025-03-23 09:25:22.954916,Reel,70198,3002,879,5.8
2025-10-03 09:25:22.954916,Video,160511,3347,11161,8.83
2025-09-25 09:25:22.954916,Video,123915,315,5734,7.26
2025-03-02 09:25:22.954916,Photo,3399,4633,6138,1.24
2024-12-26 09:25:22.954916,Reel,43373,1083,7187,3.71
2024-12-22 09:25:22.954916,Video,31493,2202,10849,2.45
2025-01-18 09:25:22.954916,Reel,103493,3213,5521,13.02
2025-03-22 09:25:22.954916,Carousel,77582,1905,3390,4.23
2025-03-23 09:25:22.954916,Carousel,101365,1627,174,11.27
2025-10-03 09:25:22.954916,Carousel,1907,1931,2143,2.32
2025-10-31 09:25:22.954916,Video,104407,3132,3629,20.61
2025-06-05 09:25:22.954916,Video,31846,1323,2017,2.89
2025-03-18 09:25:22.954916,Photo,82997,1146,2357,14.97
2025-11-03 09:25:22.954916,Video,120439,1290,2610,23.03
2025-06-12 09:25:22.954916,Photo,102512,4777,12087,10.42
2025-01-01 09:25:22.954916,Reel,60633,2238,9826,6.32
2024-11-25 09:25:22.954916,Reel,106054,3961,6981,19.32
2025-07-06 09:25:22.954916,Reel,37529,4236,3755,2.9
2025-08-11 09:25:22.954916,Video,176471,4305,3126,8.43
2025-07-03 09:25:22.954916,Reel,98360,3068,14885,19.75
2025-10-03 09:25:22.954916,Carousel,178095,388,14823,16.36
2025-07-13 09:25:22.954916,Photo,17204,586,3116,1.79
2025-10-14 09:25:22.954916,Reel,2633,4489,5111,1.16
2025-05-20 09:25:22.954916,Video,45427,1380,4866,2.94
2025-05-03 09:25:22.954916,Video,115565,1128,8727,48.99
2025-01-29 09:25:22.954916,Photo,52429,4894,8609,3.12
2025-06-18 09:25:22.954916,Reel,152123,2678,3655,10.47
2025-05-14 09:25:22.954916,Carousel,96147,3917,6797,6.72
2025-02-24 09:25:22.954916,Reel,8192,1463,6123,0.99
2025-06-27 09:25:22.954916,Video,149248,2748,7944,9.88
2025-01-28 09:25:22.954916,Video,69938,1355,6782,6.36
2024-12-22 09:25:22.954916,Video,113226,684,841,6.2
2025-10-18 09:25:22.954916,Video,106140,3397,4833,24.75
2025-03-02 09:25:22.954916,Reel,192922,1772,8156,31.08
2025-07-08 09:25:22.954916,Carousel,112087,2043,4646,6.17
2025-02-26 09:25:22.954916,Reel,73926,1456,2952,7.45
2025-04-17 09:25:22.954916,Video,82828,4654,8143,4.27
2025-05-11 09:25:22.954916,Video,67149,1443,6927,16.07
2025-11-10 09:25:22.954916,Photo,45859,2355,1616,2.57
2024-11-20 09:25:22.954916,Video,123189,3266,7928,31.95
2025-05-07 09:25:22.954916,Carousel,50973,636,9998,3.56
2025-10-09 09:25:22.954916,Video,191620,4288,7101,48.99
2025-05-05 09:25:22.954916,Video,16599,138,10548,2.82
2025-03-05 09:25:22.954916,Video,199482,3036,9641,37.76
2025-09-28 09:25:22.954916,Reel,88159,276,13100,5.36
2024-12-06 09:25:22.954916,Photo,41920,2206,175,16.26
2025-05-17 09:25:22.954916,Video,123912,4618,4376,12.05
2025-02-14 09:25:22.954916,Reel,28954,2416,1080,2.08
2025-07-26 09:25:22.954916,Carousel,57236,1364,11210,5.03
2025-08-23 09:25:22.954916,Reel,187493,3823,4994,8.4
2025-03-19 09:25:22.954916,Reel,22311,1144,7725,2.32
2025-11-02 09:25:22.954916,Video,137190,1188,3360,9.16
2025-11-16 09:25:22.954916,Photo,94143,3915,14112,6.08
2025-08-05 09:25:22.954916,Photo,146889,3557,539,17.51
2025-02-15 09:25:22.954916,Carousel,27935,902,13857,5.63
2025-08-26 09:25:22.954916,Photo,99715,1325,12586,9.08
2025-10-19 09:25:22.954916,Reel,199952,4414,1138,29.73
2025-10-13 09:25:22.954916,Video,175489,2852,3125,31.36
2025-06-03 09:25:22.954916,Video,190322,3854,7085,15.2
2025-05-28 09:25:22.954916,Carousel,78068,4582,6214,5.67
2025-01-12 09:25:22.954916,Reel,33571,1070,650,4.3
2025-03-15 09:25:22.954916,Photo,120298,1369,3006,6.93
2025-02-06 09:25:22.954916,Reel,82837,2338,4242,12.5
2025-09-28 09:25:22.954916,Reel,4377,2455,8961,3.23
2025-10-14 09:25:22.954916,Carousel,64732,1921,3603,9.17
2025-04-21 09:25:22.954916,Video,27161,3493,9530,3.1
2025-04-03 09:25:22.954916,Reel,147623,3717,12347,24.22
2025-11-19 09:25:22.954916,Video,97123,4794,14980,12.1
2025-09-18 09:25:22.954916,Photo,156387,488,3158,8.64
2025-08-24 09:25:22.954916,Video,148029,4135,2658,46.49
2025-07-11 09:25:22.954916,Reel,192274,4257,1231,10.06
2025-03-31 09:25:22.954916,Reel,28497,4031,9220,6.41
2025-09-28 09:25:22.954916,Video,117973,1073,1277,5.3
2025-01-02 09:25:22.954916,Photo,56074,1940,12320,5.34
2025-07-13 09:25:22.954916,Carousel,176358,4785,14584,19.8
2025-10-15 09:25:22.954916,Photo,179411,211,9283,11.75
2025-10-21 09:25:22.954916,Video,141775,2461,5920,15.47
2025-05-16 09:25:22.954916,Photo,124595,789,11842,9.54
2024-12-24 09:25:22.954916,Reel,190036,1987,4280,9.76
2025-11-12 09:25:22.954916,Photo,63179,4746,2088,5.49
2025-10-01 09:25:22.954916,Photo,82939,2133,1005,4.5
2025-06-25 09:25:22.954916,Reel,37278,3258,4613,4.85
2024-11-19 09:25:22.954916,Carousel,102654,2177,12539,11.27
2025-02-02 09:25:22.954916,Video,178381,4897,6449,17.0
2025-09-22 09:25:22.954916,Carousel,175064,352,5393,16.1
2025-05-18 09:25:22.954916,Video,12318,4944,14415,1.67
2025-10-09 09:25:22.954916,Carousel,159174,2955,10512,12.35
2025-11-14 09:25:22.954916,Reel,65063,3687,3724,10.17
2024-12-18 09:25:22.954916,Video,151281,1984,6697,9.95
2024-12-12 09:25:22.954916,Reel,78646,1715,2032,17.7
2025-07-12 09:25:22.954916,Video,157045,4950,10438,7.96
2025-07-19 09:25:22.954916,Carousel,58380,4746,1201,5.97
2025-04-01 09:25:22.954916,Carousel,116459,3752,6160,30.61
2025-02-26 09:25:22.954916,Video,171246,2037,10936,16.42
2025-07-07 09:25:22.954916,Reel,147480,3253,2667,9.92
2025-07-15 09:25:22.954916,Video,11597,2670,195,1.29
2025-01-23 09:25:22.954916,Video,28995,2859,7245,2.37
2025-01-23 09:25:22.954916,Reel,21045,1357,10,1.72
2025-03-25 09:25:22.954916,Video,129724,472,13907,16.62
2025-07-21 09:25:22.954916,Photo,165198,18,3706,30.77
2025-01-04 09:25:22.954916,Reel,18497,1793,2166,1.51
2025-10-03 09:25:22.954916,Reel,194205,76,800,18.57
2025-07-29 09:25:22.954916,Reel,7094,3447,13228,3.96
2025-01-31 09:25:22.954916,Carousel,21198,3146,12210,2.58
2024-12-07 09:25:22.954916,Photo,51264,4293,5351,5.6
2025-11-15 09:25:22.954916,Reel,160278,623,12613,15.65
2025-07-26 09:25:22.954916,Video,160054,4921,3634,26.77
2025-03-15 09:25:22.954916,Video,121457,3597,1389,15.59
2025-08-23 09:25:22.954916,Reel,134331,4481,2293,28.36
2025-10-05 09:25:22.954916,Video,43092,2966,8971,3.5
2025-03-02 09:25:22.954916,Photo,98271,360,12849,21.75
2025-11-08 09:25:22.954916,Carousel,49603,707,2,12.08
2025-09-13 09:25:22.954916,Photo,160153,817,1755,33.07
2025-03-25 09:25:22.954916,Carousel,66108,1993,10485,15.66
2025-03-13 09:25:22.954916,Video,10033,4752,8073,1.66
2025-05-08 09:25:22.954916,Photo,187622,1421,8741,27.53
2025-06-27 09:25:22.954916,Carousel,84533,30,1380,6.07
2025-09-27 09:25:22.954916,Photo,178978,139,8072,15.42
2025-07-01 09:25:22.954916,Video,58237,1278,4184,4.41
2025-08-03 09:25:22.954916,Carousel,18095,4772,13967,3.8
2025-10-20 09:25:22.954916,Photo,18786,4663,1931,3.81
2025-06-12 09:25:22.954916,Reel,138270,1918,3460,8.56
2025-06-25 09:25:22.954916,Video,35282,492,9895,2.88
2025-09-16 09:25:22.954916,Video,37649,1366,2623,11.13
2025-01-13 09:25:22.954916,Carousel,23836,2904,10541,12.45
2025-11-05 09:25:22.954916,Photo,196182,1065,382,10.97
2025-06-13 09:25:22.954916,Reel,48591,1680,842,2.95
2025-09-11 09:25:22.954916,Photo,175052,4158,6155,14.25
2025-06-12 09:25:22.954916,Photo,164002,3632,10338,13.92
2025-03-25 09:25:22.954916,Reel,9971,1457,229,2.01
2024-11-22 09:25:22.954916,Video,134709,3275,2778,18.2
2025-06-02 09:25:22.954916,Carousel,60408,4347,12461,7.08
2025-05-18 09:25:22.954916,Carousel,121349,3640,13064,27.8
2025-03-26 09:25:22.954916,Carousel,145161,4136,6208,14.3
2025-09-17 09:25:22.954916,Carousel,3178,1707,2554,0.55
2025-03-28 09:25:22.954916,Video,2850,2475,11716,0.91
2025-05-27 09:25:22.954916,Carousel,126434,1714,10733,7.98
2025-06-19 09:25:22.954916,Video,196419,4589,5786,8.54
2025-05-17 09:25:22.954916,Video,115484,4483,2632,14.43
2025-10-06 09:25:22.954916,Carousel,145528,2716,8544,7.09
2025-08-27 09:25:22.954916,Video,137225,3069,3896,15.79
2025-08-18 09:25:22.954916,Reel,192042,900,6229,11.93
2025-02-20 09:25:22.954916,Video,35283,1689,1666,2.03
2025-06-07 09:25:22.954916,Photo,52882,1395,1989,2.54
2025-10-05 09:25:22.954916,Carousel,174097,4958,13326,15.23
2025-04-26 09:25:22.954916,Video,2903,102,8221,1.75
2025-05-15 09:25:22.954916,Reel,49420,2531,1312,6.99
2024-12-29 09:25:22.954916,Carousel,16979,3279,5353,3.13
2025-11-06 09:25:22.954916,Reel,140316,3375,2985,12.29
2025-08-13 09:25:22.954916,Carousel,110715,3203,6779,11.29
2025-02-14 09:25:22.954916,Photo,118772,3109,13576,7.06
2025-04-08 09:25:22.954916,Carousel,106214,3553,4666,15.65
2025-03-05 09:25:22.954916,Video,184542,1892,3306,9.53
2025-05-20 09:25:22.954916,Video,150027,2320,5877,130.48
2025-03-21 09:25:22.954916,Video,176625,4121,12307,11.25
2025-03-09 09:25:22.954916,Reel,154900,4408,14721,21.65
2025-09-02 09:25:22.954916,Video,86386,926,11437,16.22
2025-11-10 09:25:22.954916,Carousel,198932,2424,8312,40.26
2025-09-12 09:25:22.954916,Photo,117389,2662,12954,9.35
2025-08-27 09:25:22.954916,Reel,307,2552,3565,0.55
2025-08-19 09:25:22.954916,Video,182726,866,2463,9.86
2025-10-30 09:25:22.954916,Carousel,116797,4755,14588,17.1
2025-07-20 09:25:22.954916,Carousel,68316,440,8709,9.0
2025-05-02 09:25:22.954916,Photo,11362,2710,4649,1.05
2025-08-31 09:25:22.954916,Photo,174810,1021,1033,9.78
2025-04-17 09:25:22.954916,Photo,188605,1684,14764,30.06
2025-05-15 09:25:22.954916,Photo,15568,74,9105,1.52
2025-06-26 09:25:22.954916,Reel,87035,4467,2240,5.31
2025-05-09 09:25:22.954916,Photo,185432,4702,9384,22.21
2025-06-17 09:25:22.954916,Photo,28127,4802,13390,5.46
2025-05-08 09:25:22.954916,Carousel,139847,2115,7679,7.49
2025-02-01 09:25:22.954916,Reel,45452,1306,8290,6.56
2025-01-08 09:25:22.954916,Photo,29826,3914,2411,2.49
2025-10-18 09:25:22.954916,Reel,159196,4920,7304,12.19
2025-11-07 09:25:22.954916,Video,91062,1841,2061,8.55
2025-10-19 09:25:22.954916,Carousel,125365,300,9795,6.86
2025-02-20 09:25:22.954916,Carousel,17135,4493,3637,2.32
2024-11-29 09:25:22.954916,Video,144250,243,950,13.76
2025-02-26 09:25:22.954916,Photo,9374,3283,6519,1.33
2025-08-08 09:25:22.954916,Reel,89532,2908,14392,45.31
2025-03-23 09:25:22.954916,Reel,186211,1859,10241,28.23
2024-12-08 09:25:22.954916,Reel,69931,2170,1148,3.68
2025-08-21 09:25:22.954916,Carousel,70729,1985,3111,8.1
2025-04-11 09:25:22.954916,Carousel,85049,2366,13569,5.69
2025-02-18 09:25:22.954916,Reel,99310,4854,7011,7.32
2025-06-02 09:25:22.954916,Photo,89206,2905,10231,5.59
2024-12-04 09:25:22.954916,Video,134999,2726,9449,7.25
2024-11-28 09:25:22.954916,Photo,87132,4326,12033,5.86
2025-08-11 09:25:22.954916,Photo,159669,1447,11619,14.85
2025-09-30 09:25:22.954916,Video,41905,4915,10885,3.19
2024-12-11 09:25:22.954916,Reel,66044,6,5381,14.49
2025-01-11 09:25:22.954916,Video,198864,1815,4884,172.14
2025-01-21 09:25:22.954916,Video,104616,3683,8394,6.85
2024-11-20 09:25:22.954916,Photo,152922,1271,4248,11.17
2025-08-26 09:25:22.954916,Photo,116302,2117,6102,15.62
2025-02-03 09:25:22.954916,Carousel,124705,1291,3580,15.55
2025-04-24 09:25:22.954916,Carousel,199490,2311,745,10.41
2025-11-07 09:25:22.954916,Reel,11214,2570,1878,2.06
2024-11-25 09:25:22.954916,Carousel,174555,3612,14818,12.39
2025-04-04 09:25:22.954916,Photo,61610,806,13674,4.21
2025-11-08 09:25:22.954916,Photo,160408,403,9410,62.06
2025-09-05 09:25:22.954916,Carousel,7723,3924,3106,0.91
2025-11-06 09:25:22.954916,Carousel,186923,604,4050,39.95
2025-07-04 09:25:22.954916,Reel,89807,4639,9038,7.21
2025-07-20 09:25:22.954916,Reel,150202,1440,8907,6.78
2025-04-30 09:25:22.954916,Video,13450,4835,7560,3.47
2025-04-20 09:25:22.954916,Carousel,194519,2380,41,14.71
2025-08-14 09:25:22.954916,Carousel,183995,50,4666,70.76
2025-02-25 09:25:22.954916,Carousel,161568,262,14392,12.63
2025-04-26 09:25:22.954916,Photo,153358,1757,3314,11.52
2024-12-25 09:25:22.954916,Reel,42232,4109,5634,15.84
2025-04-02 09:25:22.954916,Photo,186141,4266,10244,36.13
2025-11-04 09:25:22.954916,Reel,122727,132,12171,6.06
2025-10-24 09:25:22.954916,Video,100257,4310,14408,6.15
2025-10-29 09:25:22.954916,Video,144748,3345,14225,14.94
2025-07-15 09:25:22.954916,Photo,184573,1919,4427,24.71
2025-05-28 09:25:22.954916,Video,61393,1034,1042,4.25
2025-03-10 09:25:22.954916,Reel,71391,3153,9668,17.6
2025-11-05 09:25:22.954916,Video,114195,3394,3512,30.02
2025-07-29 09:25:22.954916,Video,132796,1742,2142,14.73
2025-04-29 09:25:22.954916,Reel,45928,902,5052,2.93
2025-02-04 09:25:22.954916,Video,181766,3338,14884,57.59
2025-09-07 09:25:22.954916,Reel,71960,4348,246,4.16
2025-06-05 09:25:22.954916,Reel,109158,3517,3852,8.3
2025-04-23 09:25:22.954916,Carousel,170588,304,2528,8.18
2025-03-20 09:25:22.954916,Reel,93538,1414,11959,10.39
2024-12-04 09:25:22.954916,Reel,551,4126,13527,2.22
2025-04-05 09:25:22.954916,Carousel,105418,4351,6852,5.53
2025-10-16 09:25:22.954916,Reel,12959,142,5400,3.15
2025-06-26 09:25:22.954916,Carousel,71200,1979,13708,95.18
2025-01-29 09:25:22.954916,Video,67978,1025,6087,5.57
2025-02-08 09:25:22.954916,Video,36166,1750,11162,32.34
2025-07-23 09:25:22.954916,Photo,182273,2141,2397,37.56
